id,record_type,status,date_created_gmt,total_amount,subscription_id,order_relationship,billing_email,customer_id,ended_at
279,shop_order,wc-failed,"2026-04-02 23:17:00",47.72,278,parent,user2028@example.com,2028,
280,shop_order,wc-pending,"2025-02-14 04:55:00",11.99,278,renewal,user2028@example.com,2028,
281,shop_subscription,wc-pending,"2025-09-25 06:15:00",43.74,,subscription,user2031@example.com,2031,
282,shop_order,wc-completed,"2025-09-25 06:15:00",18.43,281,parent,user2031@example.com,2031,
283,shop_order,wc-completed,"2025-06-24 04:15:00",15.02,281,renewal,user2031@example.com,2031,
284,shop_order,wc-completed,"2026-05-26 08:55:00",26.32,281,renewal,user2031@example.com,2031,
285,shop_order,wc-completed,"2025-11-22 10:12:00",22.87,281,renewal,user2031@example.com,2031,
286,shop_order,wc-completed,"2025-05-10 02:34:00",13.54,281,renewal,user2031@example.com,2031,
287,shop_order,wc-pending,"2025-05-18 13:03:00",12.11,281,renewal,user2031@example.com,2031,
288,shop_order,wc-completed,"2025-09-09 14:53:00",44.44,281,renewal,user2031@example.com,2031,
289,shop_subscription,wc-active,"2026-02-27 12:42:00",15.47,,subscription,user2039@example.com,2039,
290,shop_order,wc-completed,"2026-02-27 12:42:00",22.67,289,parent,user2039@example.com,2039,
291,shop_order,wc-pending,"2026-03-02 16:46:00",30.11,289,renewal,user2039@example.com,2039,
292,shop_order,wc-completed,"2025-07-02 18:45:00",18.12,289,renewal,user2039@example.com,2039,
293,shop_order,wc-completed,"2026-02-11 01:18:00",47.21,289,renewal,user2039@example.com,2039,
294,shop_order,wc-pending,"2025-09-28 18:26:00",29.05,289,renewal,user2039@example.com,2039,
295,shop_order,wc-completed,"2025-07-15 03:49:00",24.08,289,renewal,user2039@example.com,2039,
296,shop_order,wc-pending,"2025-01-09 06:38:00",46.35,289,renewal,user2039@example.com,2039,
297,shop_subscription,wc-cancelled,"2025-04-18 04:48:00",28.04,,subscription,user2047@example.com,2047,"2025-07-18 04:48:00"
298,shop_order,wc-completed,"2025-04-18 04:48:00",28.67,297,parent,user2047@example.com,2047,
299,shop_order,wc-completed,"2025-08-04 22:52:00",48.76,297,renewal,user2047@example.com,2047,
300,shop_order,wc-completed,"2025-07-05 15:16:00",27.07,297,renewal,user2047@example.com,2047,
301,shop_order,wc-completed,"2025-03-15 15:10:00",36.00,297,renewal,user2047@example.com,2047,
302,shop_subscription,wc-cancelled,"2025-08-25 00:08:00",13.81,,subscription,user2002@example.com,2002,"2025-12-25 00:08:00"
303,shop_order,wc-completed,"2025-08-25 00:08:00",43.19,302,parent,user2002@example.com,2002,
304,shop_order,wc-completed,"2026-02-27 14:45:00",10.22,302,renewal,user2002@example.com,2002,
305,shop_order,wc-completed,"2025-12-05 09:17:00",10.42,302,renewal,user2002@example.com,2002,
306,shop_order,wc-completed,"2025-01-28 16:59:00",48.81,302,renewal,user2002@example.com,2002,
307,shop_order,wc-completed,"2026-01-23 07:01:00",17.60,302,renewal,user2002@example.com,2002,
308,shop_order,wc-failed,"2025-12-28 08:58:00",45.62,302,renewal,user2002@example.com,2002,
309,shop_order,wc-failed,"2025-12-23 04:51:00",41.98,302,renewal,user2002@example.com,2002,
310,shop_subscription,wc-active,"2026-01-15 07:30:00",10.11,,subscription,user2010@example.com,2010,
311,shop_order,wc-failed,"2026-01-15 07:30:00",38.66,310,parent,user2010@example.com,2010,
312,shop_subscription,wc-pending-cancel,"2025-09-11 20:18:00",19.81,,subscription,user2012@example.com,2012,
313,shop_order,wc-failed,"2025-09-11 20:18:00",42.94,312,parent,user2012@example.com,2012,
314,shop_order,wc-failed,"2026-01-04 15:45:00",25.03,312,renewal,user2012@example.com,2012,
315,shop_subscription,wc-on-hold,"2026-04-19 23:03:00",39.85,,subscription,user2015@example.com,2015,
316,shop_order,wc-completed,"2026-04-19 23:03:00",33.94,315,parent,user2015@example.com,2015,
317,shop_order,wc-pending,"2025-09-20 01:42:00",15.58,315,renewal,user2015@example.com,2015,
318,shop_order,wc-completed,"2025-01-19 12:22:00",38.38,315,renewal,user2015@example.com,2015,
319,shop_subscription,wc-active,"2025-07-08 20:27:00",28.50,,subscription,user2019@example.com,2019,
320,shop_order,wc-completed,"2025-07-08 20:27:00",36.58,319,parent,user2019@example.com,2019,
321,shop_subscription,wc-active,"2025-10-07 01:42:00",37.76,,subscription,user2021@example.com,2021,
322,shop_order,wc-completed,"2025-10-07 01:42:00",47.29,321,parent,user2021@example.com,2021,
323,shop_order,wc-completed,"2025-10-01 04:17:00",41.93,321,renewal,user2021@example.com,2021,
324,shop_order,wc-completed,"2026-05-02 20:11:00",37.60,321,renewal,user2021@example.com,2021,
325,shop_order,wc-completed,"2025-04-14 11:07:00",24.13,321,renewal,user2021@example.com,2021,
326,shop_order,wc-completed,"2026-02-16 02:37:00",19.34,321,renewal,user2021@example.com,2021,
327,shop_order,wc-completed,"2026-04-21 17:46:00",36.71,321,renewal,user2021@example.com,2021,
328,shop_order,wc-completed,"2026-03-16 01:16:00",40.62,321,renewal,user2021@example.com,2021,
329,shop_subscription,wc-active,"2025-01-18 13:18:00",48.02,,subscription,user2029@example.com,2029,
330,shop_order,wc-completed,"2025-01-18 13:18:00",9.14,329,parent,user2029@example.com,2029,
331,shop_order,wc-completed,"2026-01-02 06:24:00",44.97,329,renewal,user2029@example.com,2029,
332,shop_order,wc-completed,"2026-06-16 20:25:00",14.20,329,renewal,user2029@example.com,2029,
333,shop_order,wc-completed,"2026-06-14 16:48:00",28.90,329,renewal,user2029@example.com,2029,
334,shop_order,wc-failed,"2026-06-07 12:09:00",16.55,329,renewal,user2029@example.com,2029,
335,shop_subscription,wc-cancelled,"2026-05-09 06:05:00",37.17,,subscription,user2035@example.com,2035,"2026-11-09 06:05:00"
336,shop_order,wc-completed,"2026-05-09 06:05:00",47.55,335,parent,user2035@example.com,2035,
337,shop_order,wc-completed,"2025-07-10 04:20:00",10.82,335,renewal,user2035@example.com,2035,
338,shop_order,wc-completed,"2026-06-22 01:05:00",37.95,335,renewal,user2035@example.com,2035,
339,shop_order,wc-completed,"2025-02-26 10:32:00",16.04,335,renewal,user2035@example.com,2035,
340,shop_order,wc-completed,"2026-06-23 09:28:00",29.26,335,renewal,user2035@example.com,2035,
341,shop_subscription,wc-cancelled,"2025-08-15 23:23:00",19.86,,subscription,user2041@example.com,2041,"2026-05-15 23:23:00"
342,shop_order,wc-completed,"2025-08-15 23:23:00",22.58,341,parent,user2041@example.com,2041,
343,shop_order,wc-pending,"2025-09-16 21:49:00",36.92,341,renewal,user2041@example.com,2041,
344,shop_order,wc-completed,"2025-11-06 19:26:00",28.74,341,renewal,user2041@example.com,2041,
345,shop_subscription,wc-active,"2026-01-20 02:52:00",48.62,,subscription,user2045@example.com,2045,
346,shop_order,wc-completed,"2026-01-20 02:52:00",47.30,345,parent,user2045@example.com,2045,
347,shop_order,wc-completed,"2025-03-14 01:20:00",40.86,345,renewal,user2045@example.com,2045,
348,shop_order,wc-completed,"2026-04-13 16:00:00",43.70,345,renewal,user2045@example.com,2045,
349,shop_order,wc-completed,"2026-02-22 16:38:00",28.78,345,renewal,user2045@example.com,2045,
350,shop_order,wc-completed,"2025-08-05 19:03:00",33.35,345,renewal,user2045@example.com,2045,
351,shop_order,wc-completed,"2025-04-26 11:10:00",11.13,345,renewal,user2045@example.com,2045,
352,shop_subscription,wc-active,"2025-07-19 16:08:00",32.26,,subscription,user2002@example.com,2002,
353,shop_order,wc-completed,"2025-07-19 16:08:00",12.26,352,parent,user2002@example.com,2002,
354,shop_order,wc-pending,"2025-02-18 23:55:00",13.96,352,renewal,user2002@example.com,2002,
355,shop_order,wc-pending,"2025-01-09 14:00:00",29.65,352,renewal,user2002@example.com,2002,
356,shop_subscription,wc-pending-cancel,"2025-12-20 08:33:00",37.32,,subscription,user2006@example.com,2006,
357,shop_order,wc-completed,"2025-12-20 08:33:00",27.48,356,parent,user2006@example.com,2006,
358,shop_order,wc-pending,"2025-05-10 06:19:00",17.65,356,renewal,user2006@example.com,2006,
359,shop_order,wc-completed,"2025-11-21 22:57:00",14.22,356,renewal,user2006@example.com,2006,
360,shop_order,wc-completed,"2025-08-03 21:06:00",14.74,356,renewal,user2006@example.com,2006,
361,shop_subscription,wc-active,"2026-05-23 07:07:00",19.04,,subscription,user2011@example.com,2011,
362,shop_order,wc-completed,"2026-05-23 07:07:00",9.41,361,parent,user2011@example.com,2011,
363,shop_order,wc-completed,"2025-03-10 03:38:00",35.50,361,renewal,user2011@example.com,2011,
364,shop_order,wc-pending,"2025-12-19 00:41:00",44.67,361,renewal,user2011@example.com,2011,
365,shop_order,wc-completed,"2025-09-04 03:08:00",17.50,361,renewal,user2011@example.com,2011,
366,shop_order,wc-pending,"2025-01-16 17:30:00",24.94,361,renewal,user2011@example.com,2011,
367,shop_order,wc-pending,"2025-07-04 08:31:00",22.20,361,renewal,user2011@example.com,2011,
368,shop_subscription,wc-pending,"2026-03-05 17:12:00",32.82,,subscription,user2018@example.com,2018,
369,shop_order,wc-completed,"2026-03-05 17:12:00",40.21,368,parent,user2018@example.com,2018,
370,shop_subscription,wc-cancelled,"2025-02-11 02:05:00",48.00,,subscription,user2020@example.com,2020,"2025-06-11 02:05:00"
371,shop_order,wc-completed,"2025-02-11 02:05:00",18.76,370,parent,user2020@example.com,2020,
372,shop_order,wc-failed,"2025-08-23 18:14:00",23.47,370,renewal,user2020@example.com,2020,
373,shop_order,wc-completed,"2025-03-14 16:56:00",14.66,370,renewal,user2020@example.com,2020,
374,shop_order,wc-completed,"2025-06-05 23:07:00",38.87,370,renewal,user2020@example.com,2020,
375,shop_order,wc-pending,"2025-08-14 08:58:00",31.19,370,renewal,user2020@example.com,2020,
376,shop_order,wc-completed,"2025-07-05 21:08:00",9.99,370,renewal,user2020@example.com,2020,
377,shop_subscription,wc-cancelled,"2026-06-12 21:01:00",37.90,,subscription,user2027@example.com,2027,"2027-02-12 21:01:00"
378,shop_order,wc-completed,"2026-06-12 21:01:00",46.03,377,parent,user2027@example.com,2027,
379,shop_subscription,wc-pending-cancel,"2025-01-06 14:44:00",31.48,,subscription,user2029@example.com,2029,
380,shop_order,wc-completed,"2025-01-06 14:44:00",31.44,379,parent,user2029@example.com,2029,
381,shop_order,wc-completed,"2025-02-07 17:20:00",29.20,379,renewal,user2029@example.com,2029,
382,shop_order,wc-completed,"2026-01-24 13:54:00",15.65,379,renewal,user2029@example.com,2029,
383,shop_order,wc-completed,"2026-02-24 18:33:00",42.56,379,renewal,user2029@example.com,2029,
384,shop_order,wc-completed,"2025-01-07 11:19:00",26.01,379,renewal,user2029@example.com,2029,
385,shop_order,wc-pending,"2026-04-01 06:57:00",37.00,,one_time,user2003@example.com,2003,
386,shop_order,wc-processing,"2025-05-06 01:38:00",13.64,,one_time,user2010@example.com,2010,
387,shop_order,wc-completed,"2025-02-01 00:33:00",19.31,,one_time,user2017@example.com,2017,
388,shop_order,wc-processing,"2026-04-01 12:33:00",94.64,,one_time,user2024@example.com,2024,
389,shop_order,wc-completed,"2025-05-09 10:15:00",41.33,,one_time,user2031@example.com,2031,
390,shop_order,wc-refunded,"2026-03-11 01:42:00",95.47,,one_time,user2038@example.com,2038,
391,shop_order,wc-completed,"2025-06-01 23:22:00",81.84,,one_time,user2045@example.com,2045,
392,shop_order,wc-completed,"2025-12-17 07:52:00",65.75,,one_time,user2002@example.com,2002,
393,shop_order,wc-completed,"2025-05-28 21:48:00",92.65,,one_time,user2009@example.com,2009,
394,shop_order,wc-completed,"2026-05-20 18:30:00",56.93,,one_time,user2016@example.com,2016,
395,shop_order,wc-cancelled,"2025-09-11 00:49:00",9.57,,one_time,user2023@example.com,2023,
396,shop_order,wc-completed,"2025-03-15 23:12:00",28.06,,one_time,user2030@example.com,2030,
397,shop_order,wc-pending,"2025-07-10 07:51:00",54.39,,one_time,user2037@example.com,2037,
398,shop_order,wc-refunded,"2025-04-19 04:47:00",22.26,,one_time,user2044@example.com,2044,
399,shop_order,wc-cancelled,"2026-06-13 19:07:00",53.73,,one_time,user2001@example.com,2001,
400,shop_order,wc-refunded,"2025-03-25 08:17:00",8.05,,one_time,user2008@example.com,2008,
401,shop_order,wc-cancelled,"2026-04-02 12:30:00",11.19,,one_time,user2015@example.com,2015,
402,shop_order,wc-pending,"2026-02-04 01:15:00",89.21,,one_time,user2022@example.com,2022,
403,shop_order,wc-completed,"2025-09-05 05:31:00",32.60,,one_time,user2029@example.com,2029,
404,shop_order,wc-pending,"2025-10-04 08:06:00",49.16,,one_time,user2036@example.com,2036,
405,shop_order,wc-completed,"2026-03-17 18:48:00",77.64,,one_time,user2043@example.com,2043,
406,shop_order,wc-cancelled,"2026-04-24 14:02:00",27.61,,one_time,user2000@example.com,2000,
407,shop_order,wc-refunded,"2025-01-05 18:28:00",88.37,,one_time,user2007@example.com,2007,
408,shop_order,wc-pending,"2025-01-11 22:45:00",84.74,,one_time,user2014@example.com,2014,
409,shop_order,wc-refunded,"2025-09-17 05:26:00",25.81,,one_time,user2021@example.com,2021,
410,shop_order,wc-pending,"2025-10-26 05:28:00",17.97,,one_time,user2028@example.com,2028,
411,shop_order,wc-refunded,"2025-07-02 23:16:00",95.91,,one_time,user2035@example.com,2035,
412,shop_order,wc-completed,"2025-07-09 08:15:00",61.08,,one_time,user2042@example.com,2042,
413,shop_order,wc-processing,"2026-04-28 15:24:00",38.84,,one_time,user2049@example.com,2049,
414,shop_order,wc-completed,"2025-10-07 05:18:00",58.65,,one_time,user2006@example.com,2006,
415,shop_order,wc-refunded,"2025-12-02 22:15:00",44.42,,one_time,user2013@example.com,2013,
416,shop_order,wc-completed,"2026-02-09 12:01:00",84.15,,one_time,user2020@example.com,2020,
417,shop_order,wc-pending,"2025-02-24 01:03:00",10.99,,one_time,user2027@example.com,2027,
418,shop_order,wc-refunded,"2026-03-08 13:44:00",8.09,,one_time,user2034@example.com,2034,
419,shop_order,wc-completed,"2025-01-10 01:03:00",83.41,,one_time,user2041@example.com,2041,
420,shop_order,wc-completed,"2025-08-22 07:18:00",29.72,,one_time,user2048@example.com,2048,
421,shop_order,wc-completed,"2025-10-23 18:51:00",29.22,,one_time,user2005@example.com,2005,
422,shop_order,wc-pending,"2025-01-05 02:12:00",49.56,,one_time,user2012@example.com,2012,
423,shop_order,wc-completed,"2025-03-04 02:10:00",28.49,,one_time,user2019@example.com,2019,
424,shop_order,wc-processing,"2025-04-14 05:21:00",14.67,,one_time,user2026@example.com,2026,
425,shop_order,wc-completed,"2025-09-15 20:28:00",64.97,,one_time,user2033@example.com,2033,
426,shop_order,wc-processing,"2025-05-17 12:46:00",44.98,,one_time,user2040@example.com,2040,
427,shop_order,wc-refunded,"2026-04-11 21:03:00",83.56,,one_time,user2047@example.com,2047,
428,shop_order,wc-processing,"2026-03-23 00:49:00",74.03,,one_time,user2004@example.com,2004,
429,shop_order,wc-cancelled,"2026-06-21 04:30:00",80.30,,one_time,user2011@example.com,2011,
430,shop_order,wc-refunded,"2025-09-20 05:38:00",73.58,,one_time,user2018@example.com,2018,
431,shop_order,wc-completed,"2026-01-07 08:37:00",68.63,,one_time,user2025@example.com,2025,
432,shop_order,wc-completed,"2026-01-26 04:10:00",5.47,,one_time,user2032@example.com,2032,
433,shop_order,wc-completed,"2025-07-16 19:25:00",18.21,,one_time,user2039@example.com,2039,
434,shop_order,wc-refunded,"2026-02-15 23:19:00",71.70,,one_time,user2046@example.com,2046,
435,shop_order,wc-completed,"2026-03-09 20:31:00",54.05,,one_time,user2003@example.com,2003,
436,shop_order,wc-processing,"2025-12-02 19:50:00",77.82,,one_time,user2010@example.com,2010,
437,shop_order,wc-completed,"2026-04-20 04:43:00",17.86,,one_time,user2017@example.com,2017,
438,shop_order,wc-processing,"2025-03-24 13:30:00",66.87,,one_time,user2024@example.com,2024,
439,shop_order,wc-processing,"2026-04-27 00:01:00",31.82,,one_time,user2031@example.com,2031,
440,shop_order,wc-cancelled,"2025-02-05 13:15:00",30.29,,one_time,user2038@example.com,2038,
441,shop_order,wc-completed,"2026-01-18 13:40:00",12.83,,one_time,user2045@example.com,2045,
442,shop_order,wc-completed,"2025-12-16 02:39:00",19.87,,one_time,user2002@example.com,2002,
443,shop_order,wc-completed,"2025-08-05 09:53:00",71.92,,one_time,user2009@example.com,2009,
444,shop_order,wc-cancelled,"2025-12-15 22:09:00",78.98,,one_time,user2016@example.com,2016,
445,shop_order,wc-pending,"2026-01-21 08:47:00",90.85,,one_time,user2023@example.com,2023,
446,shop_order,wc-cancelled,"2025-02-19 13:14:00",70.65,,one_time,user2030@example.com,2030,
447,shop_order,wc-processing,"2025-03-24 00:13:00",91.27,,one_time,user2037@example.com,2037,
448,shop_order,wc-completed,"2025-04-06 05:31:00",16.53,,one_time,user2044@example.com,2044,
449,shop_order,wc-refunded,"2025-10-04 07:05:00",8.19,,one_time,user2001@example.com,2001,
450,shop_order,wc-pending,"2026-06-09 08:36:00",43.24,,one_time,user2008@example.com,2008,
451,shop_order,wc-pending,"2026-05-21 03:33:00",50.62,,one_time,user2015@example.com,2015,
452,shop_order,wc-completed,"2026-02-18 22:45:00",89.95,,one_time,user2022@example.com,2022,
453,shop_order,wc-pending,"2026-02-03 09:29:00",57.98,,one_time,user2029@example.com,2029,
454,shop_order,wc-cancelled,"2026-03-12 18:40:00",50.52,,one_time,user2036@example.com,2036,
455,shop_order,wc-cancelled,"2026-06-09 21:20:00",75.07,,one_time,user2043@example.com,2043,
456,shop_order,wc-completed,"2026-02-25 01:15:00",42.66,,one_time,user2000@example.com,2000,
457,shop_order,wc-cancelled,"2026-02-04 05:15:00",21.03,,one_time,user2007@example.com,2007,
458,shop_order,wc-pending,"2026-05-03 14:18:00",47.67,,one_time,user2014@example.com,2014,
459,shop_order,wc-completed,"2025-10-02 01:49:00",43.02,,one_time,user2021@example.com,2021,
460,shop_order,wc-cancelled,"2026-01-19 16:11:00",9.29,,one_time,user2028@example.com,2028,
461,shop_order,wc-processing,"2026-01-26 05:55:00",31.18,,one_time,user2035@example.com,2035,
462,shop_order,wc-completed,"2025-07-09 20:58:00",72.71,,one_time,user2042@example.com,2042,
463,shop_order,wc-completed,"2025-07-06 11:52:00",89.69,,one_time,user2049@example.com,2049,
464,shop_order,wc-pending,"2026-05-05 22:27:00",14.15,,one_time,user2006@example.com,2006,
465,shop_order,wc-refunded,"2026-04-22 09:34:00",49.81,,one_time,user2013@example.com,2013,
466,shop_order,wc-pending,"2025-06-28 00:10:00",63.45,,one_time,user2020@example.com,2020,
467,shop_order,wc-processing,"2025-04-07 10:44:00",77.36,,one_time,user2027@example.com,2027,
468,shop_order,wc-completed,"2025-05-15 00:30:00",26.20,,one_time,user2034@example.com,2034,
469,shop_order,wc-pending,"2025-12-17 14:57:00",98.06,,one_time,user2041@example.com,2041,
470,shop_order,wc-cancelled,"2025-04-09 11:59:00",81.26,,one_time,user2048@example.com,2048,
471,shop_order,wc-refunded,"2025-10-04 15:09:00",47.06,,one_time,user2005@example.com,2005,
472,shop_order,wc-cancelled,"2025-10-21 19:25:00",28.97,,one_time,user2012@example.com,2012,
473,shop_order,wc-pending,"2025-06-24 01:10:00",22.28,,one_time,user2019@example.com,2019,
474,shop_order,wc-refunded,"2026-04-23 01:06:00",83.76,,one_time,user2026@example.com,2026,
475,shop_order,wc-pending,"2025-10-25 03:06:00",29.90,,one_time,user2033@example.com,2033,
476,shop_order,wc-processing,"2025-06-01 22:28:00",40.74,,one_time,user2040@example.com,2040,
477,shop_order,wc-cancelled,"2025-06-20 23:53:00",54.88,,one_time,user2047@example.com,2047,
478,shop_order,wc-refunded,"2025-02-18 05:37:00",65.21,,one_time,user2004@example.com,2004,
479,shop_order,wc-pending,"2025-05-14 20:28:00",69.55,,one_time,user2011@example.com,2011,
480,shop_order,wc-completed,"2025-04-01 06:13:00",90.03,,one_time,user2018@example.com,2018,
481,shop_order,wc-processing,"2026-05-08 01:22:00",96.62,,one_time,user2025@example.com,2025,
482,shop_order,wc-completed,"2025-07-13 00:47:00",57.94,,one_time,user2032@example.com,2032,
483,shop_order,wc-completed,"2025-05-21 06:32:00",14.96,,one_time,user2039@example.com,2039,
484,shop_order,wc-pending,"2025-08-04 12:02:00",58.27,,one_time,user2046@example.com,2046,
485,shop_order,wc-processing,"2025-09-06 18:25:00",11.97,,one_time,user2003@example.com,2003,
486,shop_order,wc-completed,"2026-02-21 01:07:00",97.88,,one_time,user2010@example.com,2010,
487,shop_order,wc-completed,"2025-03-01 19:15:00",60.64,,one_time,user2017@example.com,2017,
488,shop_order,wc-processing,"2025-09-21 15:29:00",97.81,,one_time,user2024@example.com,2024,
489,shop_order,wc-completed,"2025-11-11 12:54:00",61.57,,one_time,user2031@example.com,2031,
490,shop_order,wc-completed,"2025-03-25 00:35:00",73.75,,one_time,user2038@example.com,2038,
491,shop_order,wc-completed,"2026-02-23 22:17:00",23.18,,one_time,user2045@example.com,2045,
492,shop_order,wc-completed,"2026-05-16 17:53:00",85.97,,one_time,user2002@example.com,2002,
493,shop_order,wc-pending,"2025-09-05 03:09:00",61.54,,one_time,user2009@example.com,2009,
494,shop_order,wc-completed,"2025-05-19 05:36:00",77.24,,one_time,user2016@example.com,2016,
495,shop_order,wc-pending,"2025-03-25 16:14:00",13.68,,one_time,user2023@example.com,2023,
496,shop_order,wc-completed,"2025-06-24 04:57:00",84.13,,one_time,user2030@example.com,2030,
497,shop_order,wc-refunded,"2026-05-10 09:28:00",17.27,,one_time,user2037@example.com,2037,
498,shop_order,wc-completed,"2025-01-15 22:23:00",66.22,,one_time,user2044@example.com,2044,
499,shop_order,wc-processing,"2026-04-11 03:21:00",48.86,,one_time,user2001@example.com,2001,
500,shop_order,wc-refunded,"2025-12-18 20:27:00",45.73,,one_time,user2008@example.com,2008,
501,shop_order,wc-completed,"2026-06-08 22:23:00",75.13,,one_time,user2015@example.com,2015,
502,shop_order,wc-pending,"2025-05-19 15:40:00",96.71,,one_time,user2022@example.com,2022,
503,shop_order,wc-processing,"2025-03-07 05:46:00",8.58,,one_time,user2029@example.com,2029,
504,shop_order,wc-cancelled,"2025-05-27 17:02:00",62.95,,one_time,user2036@example.com,2036,
505,shop_order,wc-completed,"2026-03-15 10:00:00",,,one_time,"  MixedCase@Example.com ",2007,
506,shop_order,wc-completed,not-a-date,49.00,,one_time,guest@example.com,2011,
,shop_order,wc-completed,"2026-03-15 10:00:00",49.00,,one_time,guest@example.com,2011,
